business_name,website,area,category,google_rating
The Royal Paradise Hotel & Spa(เดอะรอยัล พาราไดส์ โฮเทล แอนด์ สปา),https://royalparadise.com/,Patong,Hotel,
The Shore at Katathani,https://www.theshorephuket.com,Kata,Hotel,
The Slate,https://www.theslatephuket.com/,Nai Yang,Hotel,
The Syrniki,https://www.instagram.com/syrniki.phuket/,Nai Harn,Café,
The Tide,https://hoteltidephuket.com/,Phuket Town,Hotel,
The Trend Kamala Hotel,https://www.thetrendkamala.com,Kamala,Hotel,
The View Phuket by Resava,https://theviewphuket.com/,Kata,Hotel,
The village Resort & Spa,https://thevillageresortandspa.com/,Karon,Hotel,
The Viridian Resort,https://www.viridianphuket.com/,Patong,Hotel,
Three Monkeys,https://threemonkeysphuket.com/,Chalong,Restaurant,
Tiger Complex Hotel,tigergrouppatong.com,Patong,Hotel,
Tiger Nightclub,https://www.tigernightclub.com/,Patong,Nightlife,
Toh-Daeng,https://baanarjor.com/restaurants/,Mai Khao,Restaurant,
Tony Resort โทนี่ รีสอร์ท,https://tonyresorts.com/,Patong,Hotel,
Top Trip Phuket Travel,https://konkohtour.com,Kata,Tours & travel,
Traditional Ashtanga Yoga Shala,https://taysp.com,Chalong,Gym & fitness,
TU,https://www.babaphuket.com/tu-best-rooftop-bar-in-phuket/,Cape Panwa,Bar,
Ubuntu Eat,https://www.ubuntueat.com,Phuket Town,Restaurant,
Uppercuts Muay Thai,https://www.uppercutsmuaythai.com,Rawai,dojo,
UTimeFitness,https://utimefitness.com/locations/blue-tree-phuket/,Cherngtalay,Gym & fitness,
VILLA GINBORN,villaginborn.wixsite.com,Kata,Hotel,
Villa Sonata,https://www.villasonataphuket.com,Chalong,Hotel,
Villa Tona Phuket,villatonaphuket.com,Kata,Hotel,
Wabi Sabi Boutique Hotel,https://www.wabisabiphuket.com,Kamala,Hotel,
Wake up Restaurant & Cafe,https://www.facebook.com/wakeupphuket,Phuket Town,Restaurant,
Wan's Corner,https://www.facebook.com/wanscorner.phuket,Chalong,Restaurant,
Weed Point | Premium Buds | Cannabis Phuket,https://instagram.com/wdpointphuket,Chalong,Bar,
Wo Ai Ni,https://baanarjor.com/restaurants/,Mai Khao,Restaurant,
Workout Club,https://www.workoutclubthailand.com,Old Town,Gym & fitness,
Wyndham Garden Phuket Kamala,https://www.wyndhamhotels.com/wyndham-garden/kamala-phuket/wyndham-garden-phuket-kamala/overview,Kamala,Hotel,
Yanui Paradise Beach Resort,https://www.yanuiparadisebeach.com,Rawai,Hotel,
Yes Brewery,https://www.yesbrewery.com,Phuket Town,Bar,
Yga Phuket on the beach,https://yga.se/thailand,Bang Tao,Gym & fitness,
Yoga Baan Dharmachati,https://web.facebook.com/p/Yoga-Baan-Dharmachati-100063550482035,Koh Kaew,Gym & fitness,
โกลด์ชูตเตอร์คลับ,https://goldshooterphuket-online.globaltix.com/,Nai Harn,Gym & fitness,
ไกช,https://m.facebook.com/profile.php/?id=100064186471064,Old Town,Restaurant,
ไก่ย่างวิเชียร 99 ริมป่ามาร์เก็ต - Wichian 99 Grilled Chicken,https://www.facebook.com/Wichian99GrilledChicken,Old Town,Restaurant,
ครัวของหรอย,https://www.facebook.com/kongroikitchen,Bang Tao,Restaurant,
เช่ารถรายวัน,https://trueleasing.co.th/,Nai Yang,Vehicle rental,
ณีรานภา,https://niranapa.com,Kata,Hotel,
ตลาดชิลล์วา 2 (อาหารทะเล),https://facebook.com/Chillvamarket,Old Town,Market,
ตลาดนัดชิลล์วา,https://facebook.com/Chillvamarket,Old Town,Market,
ถนน เจ้าฟ้าตะวันออก,https://www.teatroprovincial.gob.ar/,Chalong,Restaurant,
ถาวร ปาล์ม บีช รีสอร์ท,https://www.thavornpalmbeach.com,Karon,Hotel,
ทางเดินอาหาร,http://gastroport.tilda.ws,Surin,Restaurant,
บียอนด์ กะตะ,https://kata.beyondresort.com/,Kata,Hotel,
บียอนด์ กะรน,https://karon.beyondresort.com,Kata,Hotel,
บูมเมอร์แรงอินน์,http://www.boomeranginn.com,Patong,Hotel,
บู๊ลิ้มหม้อไฟ,ajindai.com,Old Town,Restaurant,
พระพุทธมิ่งมงคลเอกเนาคคีรี,https://phuket-big-buddha.com/,Kata,Attraction,
พิพิธภัณฑ์เพอรานากัน,https://peranakanphuketmuseum.com/,Phuket Town,Museum,
มาที่นี่ เฮ้าส์,https://www.facebook.com/martinihousephuket/,Cherngtalay,Bar,
มายามี่,https://www.miami-production.com,Patong,Café,
โรงแรมกะตะธานี ภูเก็ต บีช รีสอร์ท,https://www.katathani.com,Kata,Hotel,
โรงแรมป่าตอง เฮอริเทจ,https://www.thekeeresort.com/,Patong,Hotel,
สวีทเดวิลคาเฟ่,https://facebook.com/SweetDevilPhuket,Old Town,Café,
ฮูลาฮูล่า สเต็ก,https://www.facebook.com/taninhulahula1319,Old Town,Restaurant,
